timestamp,seed,draw,random_state,mean_type,loglik,AIC,BIC,success,status,param_p0,param_n0,param_rho_p,param_rho_n,param_phi_p,param_phi_n,param_sigma_p,param_sigma_n,param_c,param_rho_1,param_phi_1,param_rho_2,param_phi_2,stored_loglik,stored_AIC,stored_BIC
2026-06-07T23:48:12,91,38,910038,"ARX(1,1)",-172.03736834253323,366.07473668506645,403.15175499447076,True,0,0.9656091489822306,0.0382590458983143,0.5920900843980876,0.2682108794548796,0.1419168495590974,0.7084766240775646,0.234800283104218,0.5582611487423417,0.1109553668290706,0.2654312168930278,0.6933225735972554,,,-172.03736834158315,366.0747366831663,403.1517549925706
2026-06-07T23:50:20,91,39,910039,"ARX(1,1)",-171.3378183815119,364.6756367630238,401.7526550724281,True,0,0.0561932493807184,0.0156610097835061,0.9466447574286416,0.2630836968168061,0.0230283731686774,0.7292933644526142,0.3135962840886941,0.4519459692280756,0.1245254604827051,0.2249467755226723,0.7497915418297307,,,-171.3378174882372,364.6756349764744,401.7526532858787
2026-06-07T23:54:17,91,40,910040,"ARX(1,1)",-171.31233910436873,364.62467820873746,401.7016965181418,True,0,0.0574491434802537,0.0012756650681297,0.9449069876998348,0.256883065187271,0.0236442479345181,0.7425285404280495,0.3136549172615397,0.4231639466843435,0.1233076792667817,0.2271223453854642,0.7481890385313457,,,-171.3123391033186,364.6246782066372,401.7016965160415
2026-06-07T22:37:20,92,1,920001,"ARX(1,1)",-171.3123299509294,364.6246599018588,401.70167821126313,True,0,0.0574814310574366,0.0014242605943056,0.9449102014790476,0.2567040615618409,0.0236283503421495,0.7426392714570044,0.3135459104451321,0.4228631356161532,0.1230925196294778,0.2270805480720077,0.7484766402011493,,,-171.31232995097594,364.6246599019519,401.7016782113562
2026-06-07T22:39:30,92,2,920002,"ARX(1,1)",-172.03648148322858,366.07296296645717,403.1499812758615,True,0,0.9397300058166904,0.0377567066330669,0.6004317226255188,0.2692361049170932,0.1379314605301932,0.707832595198058,0.2355149614876569,0.5557637178704419,0.1099787664185609,0.2656298105210931,0.6944369512196789,,,-172.0364814832127,366.0729629664254,403.1499812758297
2026-06-07T22:41:24,92,3,920003,"ARX(1,1)",-171.3980498915207,364.7960997830414,401.87311809244574,True,0,0.0612626393575099,0.001597701480538,0.9444925843846876,0.2754060738279341,0.0227985180457163,0.7239508854593903,0.2987091934272669,0.3945877337002529,0.1227229237364491,0.2306566994490091,0.7367481024506979,,,-171.39804988335698,364.796099766714,401.8731180761183
2026-06-07T22:43:00,92,4,920004,"ARX(1,1)",-171.33201391842334,364.6640278368467,401.741046146251,True,0,0.0594698826084785,0.0162635462786603,0.945583237347121,0.2588722438376755,0.022885172106149,0.7333422382190947,0.3061511259365188,0.4422010100700577,0.1205275341622486,0.2317838120103224,0.7465217954259722,,,-171.33201390968748,364.66402781937495,401.74104612877926
2026-06-07T22:44:49,92,5,920005,"ARX(1,1)",-172.03670968650226,366.0734193730045,403.15043768240884,True,0,0.9426114564130986,0.0379379090120948,0.5991552606854522,0.2698801896422462,0.1386472778337654,0.7070082326483346,0.235568814057642,0.5585093403175175,0.1096224464469815,0.2646835483765057,0.6957527680486114,,,-172.0367096865019,366.0734193730037,403.150437682408
2026-06-07T22:46:20,92,6,920006,"ARX(1,1)",-172.03732007993176,366.0746401598635,403.15165846926783,True,0,0.9290513334151208,0.0384669341145565,0.6035335161580918,0.2683821762938507,0.1362503811043246,0.7080826877889485,0.2362769542672745,0.5561929943546137,0.1105911144020495,0.267606559591856,0.6916238812802797,,,-172.03732008388045,366.0746401677609,403.1516584771652
2026-06-07T22:48:19,92,7,920007,"ARX(1,1)",-172.03836894829578,366.07673789659157,403.1537562059959,True,0,0.9763535901003516,0.0384680663294176,0.5890320015604398,0.2674902823043489,0.1443349534665611,0.7090938973433132,0.2340122158238673,0.5581032434729305,0.1107519230789431,0.2639509289741304,0.6948487612580232,,,-172.03836894833574,366.0767378966715,403.1537562060758
