seed,draw,random_state,mean_type,success,status,loglik,AIC,BIC,corrected_loglik,corrected_AIC,corrected_BIC,selection_eligible,selection_reason,param_p0,param_n0,param_rho,param_phi_plus,param_phi_minus,param_sigma_p,param_sigma_n,param_c,param_rho_1,param_phi_1,param_rho_2,param_phi_2,selection_p_t_q05,selection_p_t_median,selection_p_t_q95,selection_n_t_q05,selection_n_t_median,selection_n_t_q95,selection_cond_var_q05,selection_cond_var_median,selection_cond_var_q95,selection_cond_skewness_q05,selection_cond_skewness_median,selection_cond_skewness_q95,selection_cond_excess_kurtosis_q05,selection_cond_excess_kurtosis_median,selection_cond_excess_kurtosis_q95
1,11,10011,"ARX(1,1)",True,0,-170.06437886010306,360.1287577202061,393.83513800148273,-170.06437886010306,360.1287577202061,393.83513800148273,True,eligible,1.6909461818232645,0.0505645038727752,0.5180200728677378,0.5575411466855381,0.0446581860797557,0.1839332831965574,0.6472769243026518,0.1275557827414523,0.2261599477035131,0.7139000528854135,,,3.5971861319323253,4.742564889372182,19.897454835192654,0.11207402845333307,0.20457369758589267,1.4283250476991374,0.16865339854267425,0.24615757318660364,1.2715814569518187,-0.5270560724089921,-0.05126650957112081,-0.016017612705824774,0.1427399381607846,0.24802656880136473,1.6409588944818303
1,12,10012,"ARX(1,1)",True,0,-170.0748773826538,360.1497547653076,393.8561350465842,-170.0748773826538,360.1497547653076,393.8561350465842,True,eligible,1.5520751779314836,0.049830202439874,0.5383356928723331,0.5323160046122045,0.038924240363056,0.1881613965826526,0.6407060876384498,0.1267442627454508,0.2298544586685361,0.7106149841117727,,,3.450537528527213,4.515021936467359,18.66325309736902,0.11557960740447329,0.2073880582588419,1.4276287452257066,0.1696112093190522,0.2449867353223171,1.2468148107863393,-0.50230697557341,-0.04827495321365067,-0.014824204543678906,0.1428118938389885,0.2436437705426028,1.5838162421613529
1,13,10013,"ARX(1,1)",True,0,-170.06437344325974,360.1287468865195,393.8351271677961,-170.06437344325974,360.1287468865195,393.8351271677961,True,eligible,1.682193337358227,0.0507488171603138,0.5182153522622742,0.5572237987491896,0.0444969414031194,0.1844712734011443,0.6454785998031661,0.1276642692581795,0.2261478067410062,0.713823336226326,,,3.5799369124990714,4.717523817057788,19.782967201927296,0.11254013897826529,0.20546447195630588,1.435947740162961,0.16871302137165234,0.24614094420059796,1.2714844965644803,-0.5239751664301819,-0.05063677485314185,-0.015585658423775997,0.1420895518871641,0.2467786318121004,1.633060361442513
1,14,10014,"ARX(1,1)",True,0,-170.06435244615875,360.1287048923175,393.8350851735941,-170.06435244615875,360.1287048923175,393.8350851735941,True,eligible,1.687624127344798,0.050636596532725,0.5177455678019437,0.5579052721147439,0.0446996123916502,0.1842253710288066,0.6465740020156764,0.1276954943566833,0.2260585652964188,0.7138891600362367,,,3.5878245707363647,4.7300151853115695,19.84633149181172,0.11216366575703655,0.204900300440155,1.4320805987302514,0.16865804370949722,0.2461921229726253,1.2722570581988788,-0.5260229245035186,-0.05094348270007486,-0.015771697659017165,0.14241462514828832,0.24755530024825556,1.6388898943944077
1,15,10015,"ARX(1,1)",True,0,-170.06541652334946,360.1308330466989,393.8372133279755,-170.06541652334946,360.1308330466989,393.8372133279755,True,eligible,1.7297730750897402,0.0509306876009406,0.5121100944204082,0.5649293189866762,0.0464264817180186,0.1828906817490108,0.6466981406451587,0.1277924972707335,0.2248779765869798,0.7151154479687826,,,3.633023035905954,4.807976038515564,20.234644254680763,0.1113872416655651,0.2053688594416047,1.4391896163329032,0.16810519634119628,0.2467110508682415,1.2787243465666576,-0.5309183567911478,-0.0511983116289058,-0.01580172106955561,0.141282785249224,0.24779834991888922,1.6461789040885466
1,16,10016,"ARX(1,1)",True,0,-170.06435713723258,360.12871427446515,393.83509455574176,-170.06435713723258,360.12871427446515,393.83509455574176,True,eligible,1.6856789097868925,0.0505356254032451,0.5181182157273212,0.5574821666726989,0.0446793485125524,0.1842206223706722,0.6472481996644786,0.1275414347272259,0.2259725985597666,0.7140559611667305,,,3.586791201993352,4.728550087703491,19.844705012071163,0.11204401103520639,0.20454791077983556,1.4290967824797496,0.16866440915983152,0.24616523204588858,1.2721663178030282,-0.5268686672435499,-0.05115595351580759,-0.015913079180632107,0.14277027220258667,0.2480683175596565,1.641995864333117
1,17,10017,"ARX(1,1)",True,0,-170.06552209654598,360.13104419309195,393.83742447436856,-170.06552209654598,360.13104419309195,393.83742447436856,True,eligible,1.643375100364698,0.0505764008683439,0.5245622796009304,0.548148029654815,0.042984727954738,0.1854358478157153,0.6428260963521883,0.1271910126004154,0.2271217388152601,0.7133764606728935,,,3.5467632980519754,4.6523056956368265,19.417598347523082,0.11388553372545626,0.2058829843284032,1.4345733397113392,0.16902100588049263,0.2450523707171651,1.2605044736740967,-0.5145054545907631,-0.04983026073375706,-0.015271559983357415,0.14184205583867743,0.24393967404368636,1.607524838348762
1,18,10018,"ARX(1,1)",True,0,-170.06435615791668,360.12871231583335,393.83509259710996,-170.06435615791668,360.12871231583335,393.83509259710996,True,eligible,1.6880978453792173,0.0506156456368575,0.5180626073128688,0.557314893340972,0.0445650350011287,0.1841296771029593,0.6469672808392496,0.1277695964816429,0.22601781086761,0.7138049750415016,,,3.5913314931810794,4.733263478235815,19.86337378719962,0.11219101789812386,0.2046978757526575,1.4302309668027715,0.16871898190165324,0.2461550314737585,1.2720896228246659,-0.5266085020672088,-0.0511173469416694,-0.015923318769533807,0.14270251173311413,0.24782029337265823,1.640435399575685
1,19,10019,"ARX(1,1)",True,0,-170.0643891417289,360.1287782834578,393.8351585647344,-170.0643891417289,360.1287782834578,393.8351585647344,True,eligible,1.6882231384695894,0.0506993064738046,0.5170287122270983,0.5582969819430328,0.0449155686225782,0.1843913003025921,0.6460411180410199,0.1280545948235849,0.226173162651873,0.7133975603909695,,,3.583333107788658,4.723837718771167,19.816023938575146,0.1121188500961002,0.20503836060485278,1.4344935062997244,0.16862881549099284,0.24618788010395198,1.272461119824826,-0.5251203483874002,-0.05061296256333416,-0.015532708054670562,0.14203881569057278,0.24706721909481535,1.6367518522925626
1,20,10020,"ARX(1,1)",True,0,-170.0643765448294,360.1287530896588,393.8351333709354,-170.0643765448294,360.1287530896588,393.8351333709354,True,eligible,1.690470213208897,0.0505654686947548,0.5175248335548794,0.5587745504490895,0.0446840568919448,0.1841074309204567,0.6476725438538414,0.1276830187209416,0.2260424846933666,0.713846774680006,,,3.5922308899025714,4.737974417542279,19.896373827952164,0.11194358243785836,0.20453464797510454,1.4293905750919205,0.16871869087440736,0.24639436807954077,1.2739988207252488,-0.528365851553832,-0.05130697203473541,-0.015992823583918583,0.14295058989033052,0.2486044563514349,1.646275795427456
1,21,10021,"ARX(1,1)",True,0,-170.06468265139227,360.12936530278455,393.83574558406116,-170.06468265139227,360.12936530278455,393.83574558406116,True,eligible,1.707612440241683,0.0509522022066479,0.5141367200574329,0.5625870913549345,0.045605154023085,0.1838318729717461,0.6453104373421523,0.1276637821223809,0.2256312748578063,0.7145626506049206,,,3.6018698369761224,4.759462647447179,19.981869598058122,0.1119422765391389,0.20589412603729754,1.4412371670757165,0.16833778189462814,0.24658160726735,1.2754384439213806,-0.5263168801784298,-0.050571004105457076,-0.015410274968172396,0.14115261367516263,0.2468380335679352,1.6364729383446006
